Store	Date	foot_traffic	visitor	customer	Transaction	sale
Store 2	2017-01-25	14007	1595	405	115	46575
Store 2	2017-01-26	17195	3005	354	141	49914
Store 2	2017-01-27	13179	1373	370	133	49210
Store 2	2017-01-28	15851	2185	559	104	58136
Store 2	2017-01-29	15157	2630	625	117	73125
Store 2	2017-01-30	13370	2806	656	114	74784
Store 2	2017-01-31	13470	3310	884	142	125528
Store 2	2017-02-01	14612	2218	228	126	28728
Store 2	2017-02-02	12662	2699	736	108	79488
Store 2	2017-02-03	14357	1877	482	134	64588
Store 2	2017-02-04	11318	1206	160	135	21600
Store 2	2017-02-05	14994	1534	394	112	44128
Store 2	2017-02-06	13909	2642	701	93	65193
Store 2	2017-02-07	14330	1723	454	150	68100
Store 2	2017-02-08	11494	1297	358	134	47972
Store 2	2017-02-09	10894	1917	352	144	50688
Store 2	2017-02-10	13288	2810	312	153	47736
Store 2	2017-02-11	12222	2859	625	118	73750
Store 2	2017-02-12	13651	1962	498	136	67728
Store 2	2017-02-13	13984	2293	546	110	60060
Store 2	2017-02-14	16122	3055	569	115	65435
Store 2	2017-02-15	13103	3140	548	137	75076
Store 2	2017-02-16	11516	2155	532	127	67564
Store 2	2017-02-17	11241	2147	493	143	70499
Store 2	2017-02-18	11316	1700	233	159	37047
Store 2	2017-02-19	14939	3223	825	128	105600
Store 2	2017-02-20	15616	3764	640	141	90240
Store 2	2017-02-21	13552	2850	416	141	58656
Store 2	2017-02-22	12200	1745	438	116	50808
Store 2	2017-02-23	14225	3516	529	112	59248
Store 2	2017-02-24	17260	2048	414	103	42642
Store 2	2017-02-25	16337	1843	295	114	33630
Store 2	2017-02-26	15359	3512	370	121	44770
Store 2	2017-02-27	13219	2940	568	113	64184
Store 2	2017-02-28	13283	2897	615	115	70725
Store 2	2017-03-01	13961	2604	562	118	66316
Store 2	2017-03-02	13539	3176	426	126	53676
Store 2	2017-03-03	12556	2747	787	136	107032
Store 2	2017-03-04	15975	2331	632	138	87216
Store 2	2017-03-05	14723	3541	483	118	56994
Store 2	2017-03-06	13080	1450	383	101	38683
Store 2	2017-03-07	13875	2561	261	142	37062
Store 2	2017-03-08	15483	2645	446	147	65562
Store 2	2017-03-09	15709	1981	316	126	39816
Store 2	2017-03-10	10836	2586	528	154	81312
Store 2	2017-03-11	9724	2194	373	108	40284
Store 2	2017-03-12	14946	3329	596	130	77480
Store 2	2017-03-13	12800	2598	647	132	85404
Store 2	2017-03-14	12246	1411	410	125	51250
Store 2	2017-03-15	11644	2530	527	123	64821
Store 2	2017-03-16	10747	1806	292	111	32412
Store 2	2017-03-17	9411	1782	217	114	24738
Store 2	2017-03-18	12053	1874	208	132	27456
Store 2	2017-03-19	12876	1846	250	108	27000
Store 2	2017-03-20	13587	2042	275	134	36850
Store 2	2017-03-21	13269	1513	383	117	44811
Store 2	2017-03-22	11929	2010	392	133	52136
Store 2	2017-03-23	11472	2685	347	136	47192
Store 2	2017-03-24	11226	2542	554	119	65926
Store 2	2017-03-25	15229	3377	979	146	142934
Store 2	2017-03-26	13089	3052	505	110	55550
Store 2	2017-03-27	8171	2015	366	119	43554
Store 2	2017-03-28	12427	1403	285	112	31920
Store 2	2017-03-29	11539	2385	658	127	83566
Store 2	2017-03-30	16284	3547	580	123	71340
Store 2	2017-03-31	11297	1404	184	111	20424
Store 2	2017-04-01	14430	2762	529	110	58190
Store 2	2017-04-02	11272	1998	307	112	34384
Store 2	2017-04-03	13628	2436	379	155	58745
Store 2	2017-04-04	12631	1664	315	120	37800
Store 2	2017-04-05	13526	1849	204	132	26928
Store 2	2017-04-06	10564	2381	317	141	44697
Store 2	2017-04-07	14118	1429	274	144	39456
Store 2	2017-04-08	10972	1597	299	143	42757
Store 2	2017-04-09	14328	3523	625	125	78125
Store 2	2017-04-10	14858	3550	802	117	93834
Store 2	2017-04-11	10935	1354	388	122	47336
Store 2	2017-04-12	10737	2584	321	108	34668
Store 2	2017-04-13	10589	2133	347	109	37823
Store 2	2017-04-14	11905	1951	455	158	71890
Store 2	2017-04-15	15462	3273	364	130	47320
Store 2	2017-04-16	16901	3259	335	103	34505
Store 2	2017-04-17	12942	1939	562	126	70812
Store 2	2017-04-18	12355	1866	314	145	45530
Store 2	2017-04-19	11285	2082	227	122	27694
Store 2	2017-04-20	14998	2381	271	117	31707
Store 2	2017-04-21	15217	3780	761	99	75339
Store 2	2017-04-22	14831	2066	420	109	45780
Store 2	2017-04-23	12399	1980	206	134	27604
Store 2	2017-04-24	16085	3573	1042	131	136502
Store 2	2017-04-25	12630	2815	722	114	82308
Store 2	2017-04-26	14161	3022	635	117	74295
Store 2	2017-04-27	12005	1310	194	139	26966
Store 2	2017-04-28	17431	1815	258	127	32766
Store 2	2017-04-29	15205	2640	425	127	53975
Store 2	2017-04-30	10115	1354	287	107	30709
Store 2	2017-05-01	13066	1937	553	128	70784
Store 2	2017-05-02	10833	1742	324	129	41796
Store 2	2017-05-03	13697	3005	599	119	71281
Store 2	2017-05-04	14584	1877	423	102	43146
Store 2	2017-05-05	10200	1211	257	140	35980
Store 2	2017-05-06	11640	2417	413	99	40887
Store 2	2017-05-07	13578	3163	646	104	67184
Store 2	2017-05-08	10151	2045	247	122	30134
Store 2	2017-05-09	10398	1114	278	145	40310
Store 2	2017-05-10	10385	2239	351	107	37557
Store 2	2017-05-11	11454	1767	416	124	51584
Store 2	2017-05-12	15004	2385	580	136	78880
Store 2	2017-05-13	11903	2877	369	123	45387
Store 2	2017-05-14	12680	2647	618	131	80958
Store 2	2017-05-15	12114	1455	303	136	41208
Store 2	2017-05-16	15940	3715	1050	149	156450
Store 2	2017-05-17	13131	3264	705	146	102930
Store 2	2017-05-18	13159	2383	331	136	45016
Store 2	2017-05-19	9549	1198	288	140	40320
Store 2	2017-05-20	11467	1861	372	142	52824
Store 2	2017-05-21	13171	2555	329	132	43428
Store 2	2017-05-22	13852	3006	611	125	76375
Store 2	2017-05-23	17209	2766	422	139	58658
Store 2	2017-05-24	13050	1859	446	96	42816
Store 2	2017-05-25	10188	1562	458	127	58166
Store 2	2017-05-26	10876	2093	352	97	34144
Store 2	2017-05-27	15755	2363	333	102	33966
Store 2	2017-05-28	10911	1994	555	113	62715
Store 2	2017-05-29	13968	1994	450	87	39150
Store 2	2017-05-30	11942	2639	600	125	75000
Store 2	2017-05-31	17001	3516	468	155	72540
Store 2	2017-06-01	13585	2541	415	130	53950
Store 2	2017-06-02	10104	1967	243	113	27459
Store 2	2017-06-03	8794	1705	282	106	29892
Store 2	2017-06-04	11855	1945	405	125	50625
Store 2	2017-06-05	13828	2980	646	118	76228
Store 2	2017-06-06	13022	2532	752	107	80464
Store 2	2017-06-07	14284	2825	841	124	104284
Store 2	2017-06-08	10695	2213	341	113	38533
Store 2	2017-06-09	9526	1538	399	138	55062
Store 2	2017-06-10	12412	2057	561	107	60027
Store 2	2017-06-11	10959	2575	311	160	49760
Store 2	2017-06-12	15647	2224	294	106	31164
Store 2	2017-06-13	12980	1663	273	123	33579
Store 2	2017-06-14	16874	4015	1018	117	119106
Store 2	2017-06-15	11232	2402	712	127	90424
Store 2	2017-06-16	11588	1783	317	99	31383
Store 2	2017-06-17	13156	3076	561	147	82467
Store 2	2017-06-18	16433	1839	266	125	33250
Store 2	2017-06-19	10230	2503	378	110	41580
Store 2	2017-06-20	13110	2605	268	139	37252
Store 2	2017-06-21	11009	2597	630	122	76860
Store 2	2017-06-22	14079	2962	308	124	38192
Store 2	2017-06-23	11732	2291	657	118	77526
Store 2	2017-06-24	13935	2146	447	141	63027
Store 2	2017-06-25	9889	1620	428	119	50932
Store 2	2017-06-26	12118	1803	192	121	23232
Store 2	2017-06-27	11965	2314	287	109	31283
Store 2	2017-06-28	12535	1646	322	109	35098
Store 2	2017-06-29	10885	1769	339	121	41019
Store 2	2017-06-30	16386	3729	1030	114	117420
Store 2	2017-07-01	12187	2540	443	113	50059
Store 2	2017-07-02	13191	2630	527	119	62713
Store 2	2017-07-03	13785	3222	808	155	125240
Store 2	2017-07-04	13575	3342	753	126	94878
Store 2	2017-07-05	11991	1967	379	144	54576
Store 2	2017-07-06	13838	2810	540	129	69660
Store 2	2017-07-07	12313	1840	319	131	41789
Store 2	2017-07-08	9405	1278	176	128	22528
Store 2	2017-07-09	15670	3296	667	106	70702
Store 2	2017-07-10	13372	3171	684	136	93024
Store 2	2017-07-11	11808	2149	450	146	65700
Store 2	2017-07-12	13015	1423	157	144	22608
Store 2	2017-07-13	11590	2488	295	118	34810
Store 2	2017-07-14	15798	2910	546	130	70980
Store 2	2017-07-15	11324	1358	181	106	19186
Store 2	2017-07-16	15186	1668	181	122	22082
Store 2	2017-07-17	12230	2084	299	126	37674
Store 2	2017-07-18	10377	1248	324	105	34020
Store 2	2017-07-19	13298	2247	625	108	67500
Store 2	2017-07-20	12396	1456	423	103	43569
Store 2	2017-07-21	13083	2292	388	105	40740
Store 2	2017-07-22	11426	1574	226	132	29832
Store 2	2017-07-23	10656	1702	200	110	22000
Store 2	2017-07-24	13059	1648	441	134	59094
Store 2	2017-07-25	12196	2559	458	93	42594
Store 2	2017-07-26	11339	2508	736	145	106720
Store 2	2017-07-27	14899	2330	360	99	35640
Store 2	2017-07-28	13699	3056	349	77	26873
Store 2	2017-07-29	12521	2508	460	86	39560
Store 2	2017-07-30	14272	3331	390	118	46020
Store 2	2017-07-31	10959	1480	260	129	33540
Store 2	2017-08-01	11722	1316	273	130	35490
Store 2	2017-08-02	13230	3259	863	125	107875
Store 2	2017-08-03	11815	1216	270	125	33750
Store 2	2017-08-04	14239	1472	179	127	22733
Store 2	2017-08-05	12252	1551	455	94	42770
Store 2	2017-08-06	12451	1442	305	109	33245
Store 2	2017-08-07	11293	1657	396	104	41184
Store 2	2017-08-08	12326	1253	371	132	48972
Store 2	2017-08-09	15901	3060	829	124	102796
Store 2	2017-08-10	10705	1729	199	118	23482
Store 2	2017-08-11	13120	2980	515	130	66950
Store 2	2017-08-12	12659	2059	438	93	40734
Store 2	2017-08-13	11890	2170	341	116	39556
Store 2	2017-08-14	15607	2067	577	92	53084
Store 2	2017-08-15	13711	2463	717	113	81021
Store 2	2017-08-16	12143	1224	137	94	12878
Store 2	2017-08-17	12883	2983	699	118	82482
Store 2	2017-08-18	11193	2366	604	124	74896
Store 2	2017-08-19	11265	1357	371	120	44520
Store 2	2017-08-20	13920	2085	421	142	59782
Store 2	2017-08-21	13141	3284	345	132	45540
Store 2	2017-08-22	14959	3279	684	106	72504
Store 2	2017-08-23	18155	3375	437	148	64676
Store 2	2017-08-24	11531	1177	326	106	34556
Store 2	2017-08-25	14950	2697	699	95	66405
Store 2	2017-08-26	13519	1707	465	130	60450
Store 2	2017-08-27	11542	1187	160	122	19520
Store 2	2017-08-28	11891	2947	737	110	81070
Store 2	2017-08-29	12039	2940	588	135	79380
Store 2	2017-08-30	16107	2654	267	134	35778
Store 2	2017-08-31	11899	2704	473	115	54395
Store 2	2017-09-01	11656	2854	768	147	112896
Store 2	2017-09-02	12425	1982	490	107	52430
Store 2	2017-09-03	11581	2244	330	120	39600
Store 2	2017-09-04	14933	2404	353	115	40595
Store 2	2017-09-05	11730	2694	627	131	82137
Store 2	2017-09-06	14746	2628	468	142	66456
Store 2	2017-09-07	15543	3418	791	117	92547
Store 2	2017-09-08	11329	2320	538	135	72630
Store 2	2017-09-09	13363	2000	341	127	43307
Store 2	2017-09-10	10694	1905	289	95	27455
Store 2	2017-09-11	12073	1984	467	126	58842
Store 2	2017-09-12	13347	2876	667	124	82708
Store 2	2017-09-13	12941	1701	470	151	70970
Store 2	2017-09-14	12161	1406	282	113	31866
Store 2	2017-09-15	14047	1584	340	138	46920
Store 2	2017-09-16	14459	3555	614	136	83504
Store 2	2017-09-17	15365	2577	747	107	79929
Store 2	2017-09-18	8854	1511	389	125	48625
Store 2	2017-09-19	13443	3261	610	119	72590
Store 2	2017-09-20	12498	1361	335	119	39865
Store 2	2017-09-21	11505	1753	289	120	34680
Store 2	2017-09-22	12905	2054	248	129	31992
Store 2	2017-09-23	12175	1280	241	144	34704
Store 2	2017-09-24	11523	2777	823	119	97937
Store 2	2017-09-25	15183	3481	753	130	97890
Store 2	2017-09-26	8841	1741	333	115	38295
Store 2	2017-09-27	13020	1307	145	127	18415
Store 2	2017-09-28	11177	2074	391	124	48484
Store 2	2017-09-29	11719	1200	354	113	40002
Store 2	2017-09-30	16894	2092	497	139	69083
Store 2	2017-10-01	12364	2981	647	139	89933
Store 2	2017-10-02	11919	2716	691	100	69100
Store 2	2017-10-03	11211	2748	289	130	37570
Store 2	2017-10-04	12225	1311	336	143	48048
Store 2	2017-10-05	11595	1463	278	120	33360
Store 2	2017-10-06	10588	2247	561	144	80784
Store 2	2017-10-07	9481	2259	295	113	33335
Store 2	2017-10-08	11550	2231	518	132	68376
Store 2	2017-10-09	10876	2550	311	128	39808
Store 2	2017-10-10	14533	3086	707	138	97566
Store 2	2017-10-11	12347	3030	576	104	59904
Store 2	2017-10-12	12030	1953	320	123	39360
Store 2	2017-10-13	10775	2417	407	143	58201
Store 2	2017-10-14	11365	2686	455	132	60060
Store 2	2017-10-15	13970	2705	388	127	49276
Store 2	2017-10-16	14224	2246	344	97	33368
Store 2	2017-10-17	13248	1801	265	132	34980
Store 2	2017-10-18	12750	1829	309	137	42333
Store 2	2017-10-19	17259	2739	438	122	53436
Store 2	2017-10-20	13319	1938	441	125	55125
Store 2	2017-10-21	15054	3496	694	126	87444
Store 2	2017-10-22	12417	2951	743	107	79501
Store 2	2017-10-23	11713	2466	405	97	39285
Store 2	2017-10-24	11808	2611	747	143	106821
Store 2	2017-10-25	13786	1525	269	115	30935
Store 2	2017-10-26	12798	1870	335	107	35845
Store 2	2017-10-27	15772	3749	802	98	78596
Store 2	2017-10-28	10198	2064	241	105	25305
Store 2	2017-10-29	11799	2297	538	99	53262
Store 2	2017-10-30	14446	2591	277	134	37118
Store 2	2017-10-31	12765	2385	258	98	25284
Store 2	2017-11-01	13559	2638	505	126	63630
Store 2	2017-11-02	11906	1323	374	119	44506
Store 2	2017-11-03	12974	2964	323	118	38114
Store 2	2017-11-04	9852	1680	436	138	60168
Store 2	2017-11-05	17400	2923	825	123	101475
Store 2	2017-11-06	12369	2133	504	88	44352
Store 2	2017-11-07	12360	2310	662	91	60242
Store 2	2017-11-08	12498	2242	547	109	59623
Store 2	2017-11-09	10720	1888	213	130	27690
Store 2	2017-11-10	12519	1708	460	120	55200
Store 2	2017-11-11	15550	1756	267	124	33108
Store 2	2017-11-12	15810	3771	524	104	54496
Store 2	2017-11-13	10171	1906	254	114	28956
Store 2	2017-11-14	13319	1594	305	101	30805
Store 2	2017-11-15	12900	2785	336	131	44016
Store 2	2017-11-16	15713	2131	345	120	41400
Store 2	2017-11-17	12293	2297	436	123	53628
Store 2	2017-11-18	11987	1623	314	113	35482
Store 2	2017-11-19	14298	2889	616	125	77000
Store 2	2017-11-20	15506	2839	770	121	93170
Store 2	2017-11-21	12330	2493	354	123	43542
Store 2	2017-11-22	13942	2039	300	112	33600
Store 2	2017-11-23	13777	2484	484	127	61468
Store 2	2017-11-24	13753	1745	346	147	50862
Store 2	2017-11-25	11290	1682	337	130	43810
Store 2	2017-11-26	11192	2375	635	112	71120
Store 2	2017-11-27	12017	1577	315	128	40320
Store 2	2017-11-28	13293	1964	411	88	36168
Store 2	2017-11-29	11420	1408	247	114	28158
Store 2	2017-11-30	14698	2247	622	135	83970
Store 2	2017-12-01	12643	2473	466	124	57784
Store 2	2017-12-02	13859	1830	491	135	66285
Store 2	2017-12-03	8233	1972	271	111	30081
Store 2	2017-12-04	15614	3008	740	126	93240
Store 2	2017-12-05	12737	1996	285	122	34770
Store 2	2017-12-06	11616	1660	193	136	26248
Store 2	2017-12-07	16192	2334	450	129	58050
Store 2	2017-12-08	12010	1454	202	125	25250
Store 2	2017-12-09	14934	2998	333	118	39294
Store 2	2017-12-10	15712	3577	598	103	61594
Store 2	2017-12-11	10272	1613	201	136	27336
Store 2	2017-12-12	9795	1012	119	127	15113
Store 2	2017-12-13	11407	1712	351	136	47736
Store 2	2017-12-14	13243	1912	427	99	42273
Store 2	2017-12-15	11251	2463	283	123	34809
Store 2	2017-12-16	13627	3377	600	132	79200
Store 2	2017-12-17	16490	4035	1045	133	138985
Store 2	2017-12-18	11459	2188	616	117	72072
Store 2	2017-12-19	12896	2939	487	113	55031
Store 2	2017-12-20	18564	3570	851	123	104673
Store 2	2017-12-21	11506	2392	320	138	44160
Store 2	2017-12-22	11635	2499	344	130	44720
Store 2	2017-12-23	13544	2257	593	133	78869
Store 2	2017-12-24	14504	2422	481	118	56758
Store 2	2017-12-25	15130	2405	338	127	42926
Store 2	2017-12-26	13094	1425	280	111	31080
Store 2	2017-12-27	14843	2599	686	105	72030
Store 2	2017-12-28	14433	2507	386	107	41302
Store 2	2017-12-29	10274	1516	368	98	36064
Store 2	2017-12-30	12003	1439	278	120	33360
Store 2	2017-12-31	12361	1644	347	126	43722
Store 2	2018-01-01	11414	1804	193	155	29915
Store 2	2018-01-02	13064	1346	218	140	30520
Store 2	2018-01-03	11235	1571	407	104	42328
Store 2	2018-01-04	15977	3688	862	154	132748
Store 2	2018-01-05	12103	2175	230	129	29670
Store 2	2018-01-06	15872	1806	456	118	53808
Store 2	2018-01-07	16671	3438	686	112	76832
Store 2	2018-01-08	15634	3336	387	139	53793
Store 2	2018-01-09	11033	1440	261	147	38367
Store 2	2018-01-10	13499	3229	758	138	104604
Store 2	2018-01-11	12066	2250	643	121	77803
Store 2	2018-01-12	14766	2269	506	118	59708
Store 2	2018-01-13	10648	1692	385	130	50050
Store 2	2018-01-14	12569	2736	585	127	74295
Store 2	2018-01-15	11735	2075	503	114	57342
Store 2	2018-01-16	13022	2258	391	139	54349
Store 2	2018-01-17	13177	1625	376	123	46248
Store 2	2018-01-18	12228	2198	622	116	72152
Store 2	2018-01-19	10136	1303	141	125	17625
Store 2	2018-01-20	12535	1921	481	109	52429
Store 2	2018-01-21	11200	1212	317	113	35821
Store 2	2018-01-22	11747	1393	368	126	46368
Store 2	2018-01-23	13708	3235	573	137	78501
Store 2	2018-01-24	11658	1788	525	115	60375
Store 2	2018-01-25	11214	2341	334	138	46092
Store 2	2018-01-26	10742	1999	479	122	58438
Store 2	2018-01-27	12164	2617	637	119	75803
Store 2	2018-01-28	13531	3012	883	99	87417
Store 2	2018-01-29	14613	2213	501	111	55611
Store 2	2018-01-30	14090	3452	519	117	60723
Store 2	2018-01-31	13793	1397	334	128	42752
Store 2	2018-02-01	12796	1992	201	132	26532
Store 2	2018-02-02	12773	2511	689	133	91637
Store 2	2018-02-03	16347	2850	644	98	63112
Store 2	2018-02-04	13578	1830	310	118	36580
Store 2	2018-02-05	15024	3666	397	144	57168
Store 2	2018-02-06	15959	3273	581	118	68558
Store 2	2018-02-07	13888	2188	641	125	80125
Store 2	2018-02-08	12810	1974	248	107	26536
Store 2	2018-02-09	9812	2338	321	166	53286
Store 2	2018-02-10	12760	1683	418	124	51832
Store 2	2018-02-11	11299	1543	418	134	56012
Store 2	2018-02-12	13589	1685	426	129	54954
Store 2	2018-02-13	11771	2176	440	125	55000
Store 2	2018-02-14	14986	1735	268	111	29748
Store 2	2018-02-15	17973	3940	711	103	73233
Store 2	2018-02-16	12014	2423	705	116	81780
Store 2	2018-02-17	10312	2025	543	109	59187
Store 2	2018-02-18	11858	2703	789	121	95469
Store 2	2018-02-19	13252	2070	283	114	32262
Store 2	2018-02-20	14142	3461	391	143	55913
Store 2	2018-02-21	10595	1138	287	116	33292
Store 2	2018-02-22	13466	1685	471	119	56049
Store 2	2018-02-23	14765	1872	326	133	43358
Store 2	2018-02-24	12752	2280	551	115	63365
Store 2	2018-02-25	15606	2483	509	133	67697
Store 2	2018-02-26	12228	1516	439	145	63655
Store 2	2018-02-27	10735	1197	276	136	37536
Store 2	2018-02-28	15022	1928	503	106	53318
Store 2	2018-03-01	13851	2086	535	94	50290
Store 2	2018-03-02	13305	2341	306	127	38862
Store 2	2018-03-03	15377	2213	319	133	42427
Store 2	2018-03-04	15031	2259	538	105	56490
Store 2	2018-03-05	13311	1792	204	138	28152
Store 2	2018-03-06	15584	2145	455	111	50505
Store 2	2018-03-07	12701	1545	171	129	22059
Store 2	2018-03-08	11643	2004	261	121	31581
Store 2	2018-03-09	9161	1400	296	120	35520
Store 2	2018-03-10	12611	2773	794	122	96868
Store 2	2018-03-11	13041	2057	341	132	45012
Store 2	2018-03-12	15036	2245	459	116	53244
Store 2	2018-03-13	16749	3664	1068	129	137772
Store 2	2018-03-14	12051	2853	631	111	70041
Store 2	2018-03-15	9297	1935	410	121	49610
Store 2	2018-03-16	13477	3057	794	111	88134
Store 2	2018-03-17	10873	1270	289	147	42483
Store 2	2018-03-18	16575	4004	485	136	65960
Store 2	2018-03-19	11837	2380	644	90	57960
Store 2	2018-03-20	12032	2729	398	108	42984
Store 2	2018-03-21	9899	1824	535	98	52430
Store 2	2018-03-22	15038	2284	266	126	33516
Store 2	2018-03-23	14367	3402	614	129	79206
Store 2	2018-03-24	12467	2410	243	136	33048
Store 2	2018-03-25	10882	2363	389	114	44346
Store 2	2018-03-26	10089	1073	209	136	28424
Store 2	2018-03-27	9953	1970	286	105	30030
Store 2	2018-03-28	13673	1995	238	99	23562
Store 2	2018-03-29	8874	1881	466	158	73628
Store 2	2018-03-30	15107	2324	266	103	27398
Store 2	2018-03-31	10210	1285	291	130	37830
Store 2	2018-04-01	13834	2677	580	134	77720
Store 2	2018-04-02	10895	2443	386	110	42460
Store 2	2018-04-03	11676	1687	182	118	21476
Store 2	2018-04-04	11654	2069	396	148	58608
Store 2	2018-04-05	11724	1969	201	102	20502
Store 2	2018-04-06	15367	3466	646	123	79458
Store 2	2018-04-07	14591	1646	417	130	54210
Store 2	2018-04-08	11703	1989	339	133	45087
Store 2	2018-04-09	11933	2835	752	113	84976
Store 2	2018-04-10	11521	2685	451	115	51865
Store 2	2018-04-11	10817	2024	467	134	62578
Store 2	2018-04-12	15882	3246	895	113	101135
Store 2	2018-04-13	11131	1234	262	131	34322
Store 2	2018-04-14	14844	3043	504	119	59976
Store 2	2018-04-15	10875	2541	521	121	63041
Store 2	2018-04-16	11989	2414	519	125	64875
Store 2	2018-04-17	13479	3281	970	133	129010
Store 2	2018-04-18	8691	1821	540	105	56700
Store 2	2018-04-19	14953	2841	706	116	81896
Store 2	2018-04-20	12574	1828	260	116	30160
Store 2	2018-04-21	14360	3197	436	130	56680
Store 2	2018-04-22	14127	1685	317	147	46599
Store 2	2018-04-23	13324	1462	240	128	30720
Store 2	2018-04-24	17671	1984	219	103	22557
Store 2	2018-04-25	12131	2856	659	136	89624
Store 2	2018-04-26	12487	2926	417	142	59214
Store 2	2018-04-27	11718	1526	355	120	42600
Store 2	2018-04-28	14007	1935	554	125	69250
Store 2	2018-04-29	16828	4190	1139	147	167433
Store 2	2018-04-30	15555	2040	239	103	24617
Store 2	2018-05-01	10262	1965	422	127	53594
Store 2	2018-05-02	11661	1208	125	139	17375
Store 2	2018-05-03	12064	2441	510	162	82620
Store 2	2018-05-04	11746	2201	334	125	41750
Store 2	2018-05-05	10659	2114	435	126	54810
Store 2	2018-05-06	14891	3700	401	137	54937
Store 2	2018-05-07	9715	2245	606	108	65448
Store 2	2018-05-08	13811	2055	326	126	41076
Store 2	2018-05-09	15732	2353	468	121	56628
Store 2	2018-05-10	12818	1294	219	130	28470
Store 2	2018-05-11	13850	2252	562	139	78118
Store 2	2018-05-12	13020	2225	392	132	51744
Store 2	2018-05-13	14400	2625	631	133	83923
Store 2	2018-05-14	12971	1511	451	99	44649
Store 2	2018-05-15	13450	1421	295	125	36875
Store 2	2018-05-16	8968	989	177	124	21948
Store 2	2018-05-17	11491	1227	125	127	15875
Store 2	2018-05-18	13543	3338	477	132	62964
Store 2	2018-05-19	8550	1893	245	126	30870
Store 2	2018-05-20	8764	991	277	145	40165
Store 2	2018-05-21	11606	1954	461	116	53476
Store 2	2018-05-22	12443	1827	295	99	29205
Store 2	2018-05-23	15465	2381	429	128	54912
Store 2	2018-05-24	13903	3347	377	148	55796
Store 2	2018-05-25	13221	2711	340	88	29920
Store 2	2018-05-26	12782	1563	409	126	51534
Store 2	2018-05-27	14203	2798	546	134	73164
Store 2	2018-05-28	11584	2632	539	123	66297
Store 2	2018-05-29	12016	1974	379	127	48133
Store 2	2018-05-30	14483	3321	604	120	72480
Store 2	2018-05-31	13264	2896	292	117	34164
Store 2	2018-06-01	9943	1243	246	122	30012
Store 2	2018-06-02	13154	3152	400	113	45200
Store 2	2018-06-03	14078	2192	640	112	71680
Store 2	2018-06-04	14873	1491	306	121	37026
Store 2	2018-06-05	11813	1276	241	118	28438
Store 2	2018-06-06	10814	1234	312	115	35880
Store 2	2018-06-07	16089	1629	245	128	31360
Store 2	2018-06-08	8548	1427	360	136	48960
Store 2	2018-06-09	14360	2776	413	89	36757
Store 2	2018-06-10	14901	1669	421	116	48836
Store 2	2018-06-11	12938	1320	304	126	38304
Store 2	2018-06-12	12691	1359	265	113	29945
Store 2	2018-06-13	11809	1627	309	118	36462
Store 3	2016-01-01	5357	740	140	123	17220
Store 3	2016-01-02	9780	2128	254	130	33020
Store 3	2016-01-03	8079	1465	225	147	33075
Store 3	2016-01-04	9393	1761	224	145	32480
Store 3	2016-01-05	14130	2618	639	113	72207
Store 3	2016-01-06	8940	1277	215	177	38055
Store 3	2016-01-07	10817	2300	586	172	100792
Store 3	2016-01-08	8630	1903	276	157	43332
Store 3	2016-01-09	9713	1611	199	180	35820
Store 3	2016-01-10	8679	1147	176	146	25696
Store 3	2016-01-11	13454	2910	608	155	94240
Store 3	2016-01-12	8047	1162	278	165	45870
Store 3	2016-01-13	8151	1996	386	142	54812
Store 3	2016-01-14	13919	2212	528	127	67056
Store 3	2016-01-15	8776	1545	216	165	35640
Store 3	2016-01-16	12856	2304	504	151	76104
Store 3	2016-01-17	10649	1884	316	149	47084
Store 3	2016-01-18	9216	1486	234	141	32994
Store 3	2016-01-19	10186	2495	653	140	91420
Store 3	2016-01-20	8331	1183	254	165	41910
Store 3	2016-01-21	9403	1967	572	155	88660
Store 3	2016-01-22	6435	1015	119	117	13923
Store 3	2016-01-23	9043	1421	342	158	54036
Store 3	2016-01-24	11370	2526	627	175	109725
Store 3	2016-01-25	11340	2001	353	137	48361
Store 3	2016-01-26	9610	1761	241	172	41452
Store 3	2016-01-27	11536	1727	217	161	34937
Store 3	2016-01-28	9315	1131	233	160	37280
Store 3	2016-01-29	5918	602	175	148	25900
Store 3	2016-01-30	13663	2037	397	142	56374
Store 3	2016-01-31	9570	1339	133	169	22477
Store 3	2016-02-01	11507	1203	253	166	41998
Store 3	2016-02-02	11626	2690	472	142	67024
Store 3	2016-02-03	10393	1960	274	151	41374
Store 3	2016-02-04	9115	1180	290	166	48140
Store 3	2016-02-05	11062	1832	310	142	44020
Store 3	2016-02-06	6038	952	212	145	30740
Store 3	2016-02-07	8831	892	129	138	17802
Store 3	2016-02-08	12044	2309	297	151	44847
Store 3	2016-02-09	7910	1704	180	134	24120
Store 3	2016-02-10	7966	1966	574	151	86674
Store 3	2016-02-11	7965	1847	437	152	66424
Store 3	2016-02-12	13565	1414	173	127	21971
Store 3	2016-02-13	10255	1539	295	119	35105
Store 3	2016-02-14	10450	1646	235	136	31960
Store 3	2016-02-15	13762	2685	801	152	121752
Store 3	2016-02-16	10064	2207	475	161	76475
Store 3	2016-02-17	7937	1921	488	126	61488
Store 3	2016-02-18	13299	2168	526	143	75218
Store 3	2016-02-19	9299	1231	357	136	48552
Store 3	2016-02-20	11116	2279	383	129	49407
Store 3	2016-02-21	12871	2575	441	139	61299
Store 3	2016-02-22	9605	1782	517	130	67210
